,Link,Date,Headline,neg,neu,pos,compound
347,https://www.investing.com/news/stock-market-news/exclusive-juul-halts-indonesia-ecigarette-sales-throwing-asia-expansion-in-doubt-2092135,2020-02-24,"Exclusive: Juul halts Indonesia e-cigarette sales, throwing Asia expansion in doubt By Reuters",0.047,0.88,0.072,0.9866
348,https://www.investing.com/news/stock-market-news/dow-nosedives-900-points-at-open-as-pandemic-fears-spur-mass-selling-2092310,2020-02-24,Dow Nosedives 900 Points at Open as Pandemic Fears Spur Mass Selling By Investing.com,0.086,0.867,0.047,-0.8653
349,https://www.investing.com/news/stock-market-news/apple-stock-falls-6-2092316,2020-02-24,Apple Stock Falls 6% By Investing.com,0.0,0.953,0.047,0.296
350,https://www.investing.com/news/stock-market-news/buffett-says-coronavirus-doesnt-dampen-his-longterm-support-for-stocks-2092149,2020-02-24,"Warren Buffett calls coronavirus outbreak 'scary stuff,' but says he won't be selling stocks By Reuters",0.063,0.835,0.101,0.9529
351,https://www.investing.com/news/stock-market-news/apple-hit-hard-on-china-phone-sales-but-recoups-some-losses-2092411,2020-02-24,"Apple Hit Hard on China Phone Sales, but Recoups Some Losses By Investing.com",0.133,0.762,0.104,-0.8888
352,https://www.investing.com/news/economy/virus-fears-rise-investors-worry-about-supply-chain-and-pandemictype-spread-2092666,2020-02-24,Virus fears rise: Investors worry about supply chain and pandemic-type spread By Reuters,0.074,0.88,0.046,-0.8775
353,https://www.investing.com/news/stock-market-news/stocks--dow-sp-suffer-biggest-oneday-loss-in-two-years-on-virus-fear-selling-2092745,2020-02-24,"Stocks - Dow, S&P Suffer Biggest One-Day Loss in Two Years on Virus Fear Selling By Investing.com",0.085,0.844,0.072,-0.5106
354,https://www.investing.com/news/stock-market-news/dow-briefly-falls-over-1000-points-as-pandemic-worries-grow-2092229,2020-02-24,Wall Street plunges on fears of coronavirus pandemic By Reuters,0.071,0.874,0.056,-0.8718
355,https://www.investing.com/news/stock-market-news/coronavirus-sparks-deepest-sp-500-drop-since-early-2018-2092841,2020-02-24,Coronavirus sparks deepest S&P 500 drop since early 2018 By Reuters,0.098,0.841,0.061,-0.8047
356,https://www.investing.com/news/stock-market-news/us-safety-board-to-issue-new-recommendations-in-probe-of-fatal-tesla-autopilot-crash-2092859,2020-02-24,U.S. safety board to issue new recommendations in probe of fatal Tesla Autopilot crash By Reuters,0.141,0.792,0.067,-0.9899
357,https://www.investing.com/news/stock-market-news/us-supreme-court-rejects-apple-appeal-in-patent-fight-with-virnetx-2092360,2020-02-25,U.S. Supreme Court rejects Apple appeal in patent fight with VirnetX By Reuters,0.104,0.798,0.098,-0.128
358,https://www.investing.com/news/stock-market-news/asia-share-slide-pauses-awaiting-clarity-on-pandemic-risk-2092860,2020-02-25,"Asia share slide pauses, awaiting clarity on pandemic risk By Reuters",0.088,0.848,0.063,-0.958
359,https://www.investing.com/news/economy/chinas-main-manufacturing-hubs-reboot-after-virus-shutdown-2093059,2020-02-25,China's main manufacturing hubs reboot after virus shutdown By Reuters,0.026,0.945,0.029,0.3056
360,https://www.investing.com/news/stock-market-news/eight-men-in-frame-to-run-norway-wealth-fund-including-deputy-ceo-2093406,2020-02-25,"Eight men in frame to run Norway wealth fund, including deputy CEO By Reuters",0.043,0.878,0.079,0.8271
361,https://www.investing.com/news/economy/dashboard-of-a-downturn-coronavirus-starts-to-set-off-some-recession-alarm-bells-2093554,2020-02-25,Dashboard of a downturn: coronavirus starts to set off some recession alarm bells By Reuters,0.09,0.833,0.077,-0.902
362,https://www.investing.com/news/technology-news/apple-jj-to-study-if-apple-watch-can-help-reduce-stroke-risk-2093285,2020-02-25,"Apple, J&J to study if Apple Watch app leads to lower stroke risk By Reuters",0.037,0.888,0.075,0.9757
363,https://www.investing.com/news/technology-news/once-bulletproof-tech-stocks-now-among-markets-biggest-losers-2093879,2020-02-25,"Once bulletproof, tech stocks now among market's biggest losers By Reuters",0.072,0.865,0.063,-0.6901
364,https://www.investing.com/news/stock-market-news/ntsb-faults-tesla-us-regulators-in-deadly-2018-autopilot-crash-2093620,2020-02-25,Tesla and U.S. regulators strongly criticized over role of Autopilot in crash By Reuters,0.114,0.828,0.058,-0.9917
365,https://www.investing.com/news/economy/us-stocks-to-rise-in-2020-but-virus-presidential-race-pose-risks-reuters-poll-2094448,2020-02-26,"U.S. stocks to rise in 2020, but virus, presidential race pose risks: Reuters poll By Reuters",0.074,0.785,0.141,0.9937
366,https://www.investing.com/news/economy/fund-investors-retreat-from-us-stocks-as-coronavirus-fears-weigh-2094893,2020-02-26,Fund investors retreat from U.S. stocks as coronavirus fears weigh By Reuters,0.0,0.942,0.058,0.8402
367,https://www.investing.com/news/stock-market-news/apple-faces-shareholder-vote-over-chinese-app-removal-policies-2094424,2020-02-26,Apple shareholders defeat proposal over Chinese app removal policies By Reuters,0.069,0.788,0.144,0.9887
368,https://www.investing.com/news/technology-news/apple-to-open-first-retail-store-in-india-next-year-tim-cook-says-2094947,2020-02-26,"Apple to open first retail store in India next year, Tim Cook says By Reuters",0.0,1.0,0.0,0.0
369,https://www.investing.com/news/stock-market-news/stocks--dow-falls-again-tech-helps-nasdaq-eke-out-gain-2095096,2020-02-26,Stocks - Dow Falls Again; Tech Helps Nasdaq Eke out Gain By Investing.com,0.085,0.84,0.075,-0.0864
370,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-046-2095182,2020-02-26,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.46% By Investing.com,0.087,0.842,0.071,-0.836
371,https://www.investing.com/news/stock-market-news/microsoft-expects-unit-to-miss-revenue-outlook-on-coronavirus-impact-2095130,2020-02-26,Microsoft expects Windows unit to miss revenue outlook on coronavirus impact By Reuters,0.043,0.931,0.026,-0.5719
372,https://www.investing.com/news/technology-news/coronavirus-clouds-apples-timeline-for-new-iphones-2093660,2020-02-27,Coronavirus clouds Apple's timeline for new iPhones By Reuters,0.045,0.887,0.069,0.9714
373,https://www.investing.com/news/stock-market-news/sp-500-futures-drop-on-us-virus-case-without-outbreak-ties-2095417,2020-02-27,S&P 500 Futures Drop on U.S. Virus Case Without Outbreak Ties By Bloomberg,0.092,0.819,0.09,-0.7186
374,https://www.investing.com/news/stock-market-news/stocks--europe-plunges-again-as-virus-goes-global-2095478,2020-02-27,Stocks - Europe Plunges Again as Virus Goes Global By Investing.com,0.084,0.896,0.019,-0.9557
375,https://www.investing.com/news/stock-market-news/norway-wealth-fund-earned-a-record-180-billion-in-2019-2095498,2020-02-27,Norway wealth fund earned a record $180 billion in 2019 By Reuters,0.024,0.887,0.088,0.9441
376,https://www.investing.com/news/stock-market-news/sp-500-futures-fall-on-us-virus-case-without-outbreak-ties-2095562,2020-02-27,S&P 500 Futures Fall on U.S. Virus Case Without Outbreak Ties By Bloomberg,0.062,0.86,0.078,0.4976
377,https://www.investing.com/news/economy/top-5-things-to-know-in-the-market-on-thursday-feb-27th-2095602,2020-02-27,"Top 5 Things to Know in the Market on Thursday, Feb. 27th By Investing.com",0.075,0.899,0.026,-0.971
378,https://www.investing.com/news/stock-market-news/stocks--microsoft-ab-inbev-booking-all-take-virus-hit-in-premarket-2095743,2020-02-27,"Stocks - Microsoft, AB Inbev, Booking All Take Virus Hit in Premarket By Investing.com",0.0,0.887,0.113,0.3182
379,https://www.investing.com/news/economic-indicators/us-core-capital-goods-orders-shipments-rebound-in-january-2095802,2020-02-27,"U.S. core capital goods orders, shipments rebound in January By Reuters",0.08,0.868,0.052,-0.9513
380,https://www.investing.com/news/stock-market-news/wall-street-set-for-steep-fall-on-alarm-over-fastspreading-virus-2095422,2020-02-27,Wall Street set for steep fall on alarm over fast-spreading virus By Reuters,0.078,0.87,0.052,-0.8519
381,https://www.investing.com/news/stock-market-news/goldman-sees-zero-profit-growth-for-us-companies-amid-outbreak-2095846,2020-02-27,Goldman Sees Zero Profit Growth for U.S. Companies Amid Outbreak By Bloomberg,0.078,0.841,0.082,0.4927
382,https://www.investing.com/news/stock-market-news/stocks--dow-falls-nearly-500-points-as-virus-fears-hits-wall-st-again-2095855,2020-02-27,Stocks - Dow Falls Nearly 500 Points as Virus Fears Hits Wall St Again By Investing.com,0.121,0.853,0.026,-0.9872
383,https://www.investing.com/news/stock-market-news/apple-stock-falls-4-2095872,2020-02-27,Apple Stock Falls 4% By Investing.com,0.0,0.953,0.047,0.296
384,https://www.investing.com/news/economy/california-monitoring-8400-travelers-from-asia-virus-update-2096224,2020-02-27,"California Monitoring 8,400 Travelers From Asia: Virus Update By Bloomberg",0.053,0.87,0.077,0.9901
385,https://www.investing.com/news/economy/california-monitoring-8400-travelers-from-asia-virus-update-2096223,2020-02-27,"California Monitoring 8,400 Travelers From Asia: Virus Update By Bloomberg",0.053,0.87,0.077,0.9901
386,https://www.investing.com/news/economic-indicators/us-fourthquarter-gdp-unrevised-weakness-in-business-spending-persists-2095839,2020-02-27,"U.S. economy grows steadily in fourth-quarter, but coronavirus looms large By Reuters",0.08,0.838,0.082,-0.3139
387,https://www.investing.com/news/stock-market-news/factbox-us-business-forecasts-earnings-pressure-as-coronavirus-spreads-2096279,2020-02-27,Factbox: U.S. business forecasts earnings pressure as coronavirus spreads By Reuters,0.046,0.923,0.031,-0.4215
388,https://www.investing.com/news/stock-market-news/microsoft-shares-fall-4-after-warning-of-coronavirus-hit-to-supply-chain-2095922,2020-02-27,Microsoft shares slip after warning of coronavirus hit to supply chain By Reuters,0.064,0.907,0.029,-0.836
389,https://www.investing.com/news/stock-market-news/wall-street-flirts-with-correction-amid-pandemic-fears-2095869,2020-02-27,"Wall Street tumbles again on virus fears, confirming correction By Reuters",0.065,0.878,0.057,-0.1531
390,https://www.investing.com/news/stock-market-news/us-stocks-lower-at-close-of-trade-dow-jones-industrial-average-down-442-2096433,2020-02-27,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 4.42% By Investing.com,0.081,0.857,0.062,-0.8807
391,https://www.investing.com/news/technology-news/chinese-regulators-remove-game-plague-inc-from-china-app-stores-developer-says-2096574,2020-02-28,Chinese regulators remove 'Plague Inc' game from Apple's China app store By Reuters,0.06,0.893,0.047,-0.8297
392,https://www.investing.com/news/world-news/hong-kong-media-tycoon-jimmy-lai-two-others-arrested-on-illegal-assembly-charges--media-2096632,2020-02-28,Hong Kong police arrest media tycoon Jimmy Lai on illegal assembly charges By Reuters,0.184,0.783,0.034,-0.9981
393,https://www.investing.com/news/stock-market-news/apple-stock-falls-5-2097167,2020-02-28,Apple Stock Falls 5% By Investing.com,0.0,0.953,0.047,0.296
394,https://www.investing.com/news/stock-market-news/stocks--panic-selling-continues-as-dow-tumbles-below-25000-2097143,2020-02-28,"Stocks - Panic Selling Continues as Dow Tumbles Below 25,000 By Investing.com",0.096,0.87,0.034,-0.9825
395,https://www.investing.com/news/stock-market-news/stocks--wall-street-trims-losses-as-powell-boosts-hopes-of-fed-rescue-2097421,2020-02-28,Stocks - Wall Street Trims Losses as Powell Boosts Hopes of Fed Rescue By Investing.com,0.094,0.851,0.055,-0.8793
396,https://www.investing.com/news/technology-news/apple-closely-watching-coronavirus-outbreak-in-south-korea-italy-cook-2097483,2020-02-28,"Apple closely watching coronavirus outbreak in South Korea, Italy: CEO By Reuters",0.018,0.982,0.0,-0.6486
397,https://www.investing.com/news/stock-market-news/think-the-sp-500-is-in-bad-shape-its-components-look-worse-2097544,2020-02-28,Think the S&P 500 is in bad shape? Its components look worse By Reuters,0.13,0.815,0.055,-0.9815
398,https://www.investing.com/news/stock-market-news/stocks--wall-street-falls-again-in-worst-weekly-loss-since-08-2097572,2020-02-28,Stocks - Wall Street Falls Again in Worst Weekly Loss Since ’08 By Investing.com,0.055,0.85,0.095,0.9201
399,https://www.investing.com/news/economy/ustr-vows-to-push-for-trade-deals-with-britain-eu-seeks-broader-reset-at-wto-2097673,2020-02-29,"USTR vows to push for trade deals with Britain, EU; seeks reforms at WTO By Reuters",0.052,0.847,0.101,0.9391
400,https://www.investing.com/news/world-news/united-states-expresses-concern-over-arrest-of-hong-kong-publisher-2097784,2020-02-29,United States expresses concern over arrest of Hong Kong publisher By Reuters,0.154,0.797,0.049,-0.9905
401,https://www.investing.com/news/technology-news/elliott-built-a-stake-in-twitter-is-pushing-for-changes-source-2097768,2020-02-29,"Elliott targets Twitter, seeking CEO Dorsey's removal: sources By Reuters",0.051,0.862,0.087,0.912
402,https://www.investing.com/news/stock-market-news/indias-sensex-rebounds-with-asia-after-six-sessions-of-losses-2098306,2020-03-02,India’s Sensex Rebounds With Asia After Six Sessions of Losses By Bloomberg,0.063,0.859,0.079,0.0258
403,https://www.investing.com/news/economy/coronavirus-expected-to-hurt-us-earnings-harder-and-longer-2098327,2020-03-02,Coronavirus expected to hurt U.S. earnings harder and longer By Reuters,0.076,0.798,0.127,0.9843
404,https://www.investing.com/news/world-news/thinktank-report-on-uighur-labor-in-china-lists-global-brands-2098375,2020-03-02,Think-tank report on Uighur labor in China lists global brands By Reuters,0.052,0.899,0.048,-0.5106
405,https://www.investing.com/news/economy/virus-exposes-globalizations-soft-underbelly-2098467,2020-03-02,Virus Exposes Globalization’s Soft Underbelly By Bloomberg,0.137,0.795,0.067,-0.9822
406,https://www.investing.com/news/stock-market-news/apple-stock-rises-4-2098773,2020-03-02,Apple Stock Rises 4% By Investing.com,0.0,0.953,0.047,0.296
407,https://www.investing.com/news/stock-market-news/stocks--sp-soars-on-bets-of-central-banks-stimulus-slowing-china-infections-2098902,2020-03-02,"Stocks - S&P Soars on Bets of Central Banks Stimulus, Slowing China Infections By Investing.com",0.03,0.86,0.11,0.9544
408,https://www.investing.com/news/stock-market-news/apple-stock-rebounds-almost-7-to-head-for-strongest-day-since-2018-2098973,2020-03-02,Apple stock rebounds almost 7% to head for strongest day since 2018 By Reuters,0.046,0.919,0.035,-0.3626
409,https://www.investing.com/news/economy/us-manufacturing-sector-stalls-as-coronavirus-hits-supply-chains-2099055,2020-03-02,U.S. manufacturing sector stalls as coronavirus hits supply chains By Reuters,0.114,0.831,0.055,-0.9952
410,https://www.investing.com/news/technology-news/amazons-fight-against-277-million-eu-tax-order-kicks-off-in-court-on-thursday-2098439,2020-03-02,Amazon's fight against $277 million EU tax order kicks off in court on Thursday By Reuters,0.095,0.793,0.112,0.1935
411,https://www.investing.com/news/stock-market-news/stocks--wall-street-surges-at-the-close-as-financials-tech-jump-2099122,2020-03-02,"Stocks - Wall Street Surges at the Close as Financials, Tech Jump By Investing.com",0.065,0.887,0.048,-0.8103
